tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9902fecde166600e_score,player_8deb5ad4_x,player_8deb5ad4_y,player_8deb5ad4_move_target,player_8deb5ad4_item,player_8deb5ad4_score,player_8deb5ad4_cut_speed,player_8deb5ad4_speed,player_d7182050_x,player_d7182050_y,player_d7182050_move_target,player_d7182050_item,player_d7182050_score,player_d7182050_cut_speed,player_d7182050_speed
3954,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,tomato_salad,3,1.0,30.0,78.09691264785002,33.978357878669044,,plate,1,1.0,30.0
3955,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,77.20755636685033,34.856734452495544,,plate,1,1.0,30.0
3956,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,76.31820008585065,35.735111026322045,,plate,1,1.0,30.0
3957,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,75.42884380485096,36.613487600148545,,plate,1,1.0,30.0
3958,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,74.53948752385128,37.491864173975046,,plate,1,1.0,30.0
3959,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,73.65013124285159,38.370240747801546,,plate,1,1.0,30.0
3960,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.76077496185191,39.248617321628046,,plate,1,1.0,30.0
3961,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,plate,1,1.0,30.0
3962,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3963,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3964,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3965,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3966,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3967,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3968,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3969,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3970,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3971,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3972,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3973,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3974,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3975,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3976,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3977,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3978,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3979,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3980,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3981,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3982,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3983,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3984,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3985,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3986,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3987,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3988,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3989,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,54.749999999999716,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3990,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,53.49999999999943,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3991,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,52.24999999999915,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3992,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,50.99999999999886,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3993,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,49.74999999999858,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3994,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,48.499999999998295,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3995,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,47.24999999999801,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3996,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,45.999999999997726,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3997,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,44.74999999999744,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3998,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,43.49999999999716,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
3999,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,42.249999999996874,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4000,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.99999999999659,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4001,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.3162155665778,39.8798317388366,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4002,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,89.194592140405,38.990475457837135,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4003,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.07296871423222,38.10111917683767,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4004,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.95134528805943,37.211762895838206,,,4,1.0,30.0,72.0,40.0,,,1,1.0,30.0
4005,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,91.82972186188655,36.32240661483874,,,4,1.0,30.0,72.0,41.250000000000284,,,1,1.0,30.0
4006,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,92.70809843571327,35.433050333839276,,,4,1.0,30.0,72.0,42.50000000000057,,,1,1.0,30.0
4007,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,93.58647500953998,34.54369405283981,,,4,1.0,30.0,72.0,43.75000000000085,,,1,1.0,30.0
4008,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,94.4648515833667,33.654337771840346,,,4,1.0,30.0,72.0,45.00000000000114,,,1,1.0,30.0
4009,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,95.34322815719341,32.76498149084088,,,4,1.0,30.0,72.0,46.25000000000142,,,1,1.0,30.0
4010,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,96.22160473102007,31.875625209841466,,,4,1.0,30.0,72.0,47.500000000001705,,,1,1.0,30.0
4011,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.09998130484644,30.986268928842357,,,4,1.0,30.0,72.0,48.75000000000199,,,1,1.0,30.0
4012,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.9783578786728,30.096912647843247,,,4,1.0,30.0,72.0,50.000000000002274,,,1,1.0,30.0
4013,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,98.85673445249915,29.207556366844138,,,4,1.0,30.0,72.0,51.25000000000256,,,1,1.0,30.0
4014,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,99.73511102632551,28.318200085845028,,,4,1.0,30.0,72.0,52.50000000000284,,,1,1.0,30.0
4015,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,100.61348760015187,27.42884380484592,,,4,1.0,30.0,72.0,53.750000000003126,,,1,1.0,30.0
4016,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.49186417397823,26.53948752384681,,,4,1.0,30.0,72.0,55.00000000000341,,,1,1.0,30.0
4017,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.3702407478046,25.6501312428477,,,4,1.0,30.0,72.0,56.250000000003695,,,1,1.0,30.0
4018,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,103.24861732163096,24.76077496184859,,,4,1.0,30.0,72.0,57.50000000000398,,,1,1.0,30.0
4019,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,,4,1.0,30.0,72.0,58.75000000000426,,,1,1.0,30.0
4020,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,60.00000000000455,,,1,1.0,30.0
4021,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,61.25000000000483,,,1,1.0,30.0
4022,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,62.500000000005116,,,1,1.0,30.0
4023,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,63.7500000000054,,,1,1.0,30.0
4024,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,65.00000000000568,,,1,1.0,30.0
4025,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,66.25000000000597,,,1,1.0,30.0
4026,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,67.50000000000625,,,1,1.0,30.0
4027,0,1,,0,2,,0,3,,1,0,None_cut,3.583333333333329,3,2,0,None_cut,3.833333333333328,3,3,2,plate,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,30.0,72.0,68.75000000000654,,,1,1.0,30.0
