tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,06699effb31f1142_score,player_8a1a4865_x,player_8a1a4865_y,player_8a1a4865_move_target,player_8a1a4865_item,player_8a1a4865_score,player_8a1a4865_cut_speed,player_8a1a4865_speed,player_c5ca9a03_x,player_c5ca9a03_y,player_c5ca9a03_move_target,player_c5ca9a03_item,player_c5ca9a03_score,player_c5ca9a03_cut_speed,player_c5ca9a03_speed,544d54afaf934d06_score,866cd92a4c9f6ea7_message,48d25d6115b00814_score
5717,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5718,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5719,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5720,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5721,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.25000000000028,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5722,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.50000000000057,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5723,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.75000000000085,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5724,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.00000000000114,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5725,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.25000000000142,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5726,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.5000000000017,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5727,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.75000000000199,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5728,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.00000000000227,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5729,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.25000000000256,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5730,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.50000000000284,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5731,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.75000000000313,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5732,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.00000000000341,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5733,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.2500000000037,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5734,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.50000000000398,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5735,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.75000000000426,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5736,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.00000000000455,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5737,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.25000000000483,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5738,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.50000000000512,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5739,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.7500000000054,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5740,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.00000000000568,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5741,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.25000000000597,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5742,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.50000000000625,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5743,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.75000000000654,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5744,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.00000000000682,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5745,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.2500000000071,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5746,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.29803951736653,39.50810911865716,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5747,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.18739579836529,38.62973254483066,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5748,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.07675207936404,37.75135597100416,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5749,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.9661083603628,36.87297939717766,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5750,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.85546464136155,35.99460282335116,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5751,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.7448209223603,35.11622624952466,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5752,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.63417720335906,34.23784967569816,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5753,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.52353348435781,33.35947310187166,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5754,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.41288976535657,32.48109652804516,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5755,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.30224604635532,31.602719954218657,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5756,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.19160232735408,30.724343380392156,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5757,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.08095860835283,29.845966806565656,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5758,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.97031488935158,28.967590232739155,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5759,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.85967117035034,28.089213658912655,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5760,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.7490274513491,27.210837085086226,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5761,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.63838373234785,26.33246051126008,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5762,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.5277400133466,25.454083937433936,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5763,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.41709629434553,24.57570736360819,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5764,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5765,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5766,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5767,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5768,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5769,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5770,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5771,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,2.0
5772,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,2.0
5773,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,2.0
5774,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,2.0
5775,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,tomato_salad,0,1.0,30.0,,,2.0
5776,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5777,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
5778,test,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
